State_Name,County_Name,Number of Bridges,Number of residents,Pct of Medium to Fair Condition Bridges,Pct of Poor Condition Bridges,Primary and Commercial Airports,Route miles of freight railroad,Route miles of passenger railroad and rail transit,Roads Acceptable (%),Area (mi^2)
Oklahoma,Major,265,7720,0.901886792,0.098113208,0,14.3,12.6,0.629165553,957.87
Oregon,Malheur,180,30475,0.977777778,0.022222222,0,49.6,0,0.897757095,9929.99
Virginia,Manassas,12,41150,1,0,0,6.8,4.8,0.884284057,9.96
Virginia,Manassas Park,1,15825,1,0,,1.4,1.4,0.884284057,2.49
Florida,Manatee,201,353410,1,0,1,39.8,0,0.882151679,892.75
Michigan,Manistee,35,24465,0.885714286,0.114285714,0,12,0,0.771767308,1280.77
Wisconsin,Manitowoc,264,80180,0.920454545,0.079545455,0,42,0,0.833592818,1493.87
Wisconsin,Marathon,529,135365,0.901701323,0.098298677,1,55,0,0.833592818,1576.14
Alabama,Marengo,203,20065,0.9408867,0.0591133,0,110.6,0,0.880672042,982.85
Arizona,Maricopa,2702,4088550,0.998519615,0.001480385,1,296.2,68.9,0.813937707,9224.27
Missouri,Maries,69,8985,0.927536232,0.072463768,0,,,0.753229107,529.97
California,Marin,205,259360,0.907317073,0.092682927,0,11,0,0.58749769,828.2
Wisconsin,Marinette,139,41090,0.964028777,0.035971223,0,125.2,0,0.833592818,1550.07
Alabama,Marion,255,30240,0.980392157,0.019607843,0,21.4,0,0.880672042,743.57
Arkansas,Marion,63,16405,0.984126984,0.015873016,0,23.8,0,0.796760502,640.35
Florida,Marion,69,340340,0.985507246,0.014492754,0,78.5,0,0.882151679,1663.01
Georgia,Marion,46,8645,0.630434783,0.369565217,0,17.9,0,0.967672415,367.49
Illinois,Marion,296,38505,0.935810811,0.064189189,0,103.8,30.4,0.807663106,575.71
Indiana,Marion,942,932140,0.942675159,0.057324841,1,140.7,38.1,0.92512153,403.04
Iowa,Marion,224,33195,0.772321429,0.227678571,0,55.2,0,0.906330826,570.53
Kansas,Marion,328,12215,0.87804878,0.12195122,0,90.1,19.5,0.883778315,953.54
Kentucky,Marion,147,19495,0.959183673,0.040816327,0,,,0.920222177,346.86
Mississippi,Marion,211,25810,0.857819905,0.142180095,0,31,0,0.731516457,548.58
Missouri,Marion,189,28860,0.894179894,0.105820106,0,52.9,0,0.753229107,444.05
Ohio,Marion,237,65620,0.957805907,0.042194093,0,77.3,0,0.834323878,404.15
Oregon,Marion,372,326525,0.959677419,0.040322581,0,122.1,44.7,0.897757095,1194.13
South Carolina,Marion,112,31975,0.955357143,0.044642857,0,44.6,7.7,0.812866638,494.09
Tennessee,Marion,173,28365,0.98265896,0.01734104,0,19.4,0,0.945988112,512.32
Texas,Marion,191,10190,0.984293194,0.015706806,0,33.6,13.6,0.891372329,420.36
West Virginia,Marion,191,56715,0.790575916,0.209424084,0,37.3,0,0.694866631,311.49
California,Mariposa,115,17645,0.8,0.2,0,,,0.58749769,1462.79
South Carolina,Marlboro,98,27700,0.959183673,0.040816327,0,46.1,10.2,0.812866638,485.28
Michigan,Marquette,143,67420,0.797202797,0.202797203,0,116,0,0.771767308,3425.17
Wisconsin,Marquette,81,15080,0.925925926,0.074074074,0,20.7,0,0.833592818,464.42
Alabama,Marshall,170,94535,0.911764706,0.088235294,0,16.3,0,0.880672042,623.16
Illinois,Marshall,156,12060,0.923076923,0.076923077,0,44.4,0,0.807663106,398.52
Indiana,Marshall,185,46835,0.951351351,0.048648649,0,90.9,0,0.92512153,449.92
Iowa,Marshall,312,40735,0.666666667,0.333333333,0,40.1,0,0.906330826,573.02
Kansas,Marshall,402,9965,0.880597015,0.119402985,0,69.9,0,0.883778315,904.36
Kentucky,Marshall,205,31215,0.956097561,0.043902439,0,18,0,0.920222177,340.32
Minnesota,Marshall,213,9405,0.971830986,0.028169014,0,125,0,0.850650597,1812.79
Mississippi,Marshall,259,36195,0.895752896,0.104247104,0,56.5,0,0.731516457,709.8
Oklahoma,Marshall,78,16080,0.923076923,0.076923077,0,22.1,0,0.629165553,426.95
South Dakota,Marshall,37,4745,0.702702703,0.297297297,0,27.7,0,0.857210259,885.63
Tennessee,Marshall,239,31335,0.9958159,0.0041841,0,28.9,0,0.945988112,376.1
West Virginia,Marshall,85,32295,0.705882353,0.294117647,0,29.6,0,0.694866631,312.18
Florida,Martin,127,153590,1,0,0,74.3,23.2,0.882151679,752.79
Indiana,Martin,104,10220,0.865384615,0.134615385,,18.3,0,0.92512153,340.53
Kentucky,Martin,68,12480,0.897058824,0.102941176,0,23.4,0,0.920222177,230.81
Minnesota,Martin,162,20195,0.907407407,0.092592593,0,58.1,0,0.850650597,729.56
North Carolina,Martin,124,23510,0.967741935,0.032258065,0,36.1,0,0.890560355,461.49
Texas,Martin,122,5450,1,0,0,13,0,0.891372329,915.62
Virginia,Martinsville,10,13550,1,0,0,5,0,0.884284057,11.01
Illinois,Mason,81,13930,0.950617284,0.049382716,0,48.2,0,0.807663106,563.37
Kentucky,Mason,100,17230,0.9,0.1,0,33.6,19.3,0.920222177,246.6
Michigan,Mason,65,28755,0.830769231,0.169230769,0,40.2,0,0.771767308,1241.86
Texas,Mason,118,4065,1,0,0,,,0.891372329,932.18
Washington,Mason,127,61060,0.984251969,0.015748031,0,53.9,0,0.710608062,1051.03
West Virginia,Mason,131,27060,0.778625954,0.221374046,0,74.3,0,0.694866631,444.8
Illinois,Massac,130,14885,0.930769231,0.069230769,0,39.5,0,0.807663106,242.12
Texas,Matagorda,686,36720,0.986880466,0.013119534,0,70.2,0,0.891372329,1612.19
Alaska,Matanuska-Susitna,115,98680,0.939130435,0.060869565,0,201.3,193.8,0.769478458,25259.79
Virginia,Mathews,6,8850,0.666666667,0.333333333,0,,,0.884284057,251.96
Hawaii,Maui,173,162455,0.884393064,0.115606936,5,4.2,4.2,0.564047103,2398.74
Tennessee,Maury,421,85765,0.923990499,0.076009501,0,57.9,0,0.945988112,615.52
Texas,Maverick,57,56830,1,0,0,29.5,0,0.891372329,1291.74
Oklahoma,Mayes,231,40925,0.87012987,0.12987013,0,44.4,0,0.629165553,683.51
Oklahoma,McClain,248,37220,0.955645161,0.044354839,0,18.4,18.4,0.629165553,580.13
Montana,McCone,44,1680,0.977272727,0.022727273,0,13.7,0,0.880305656,2682.77
South Dakota,McCook,98,5615,0.857142857,0.142857143,0,12.1,0,0.857210259,577.16
South Carolina,McCormick,67,9805,0.970149254,0.029850746,0,31.4,0,0.812866638,393.85
Kentucky,McCracken,202,65290,0.925742574,0.074257426,1,61.8,0,0.920222177,268.08
Kentucky,McCreary,38,17850,0.842105263,0.157894737,0,33.4,8.1,0.920222177,430.64
Texas,McCulloch,125,8240,0.984,0.016,0,16.8,0,0.891372329,1073.35
Oklahoma,McCurtain,261,33070,0.900383142,0.099616858,0,79.9,0,0.629165553,1901.32
Missouri,McDonald,141,22720,0.886524823,0.113475177,0,21.1,0,0.753229107,539.7
Illinois,McDonough,201,31725,0.905472637,0.094527363,0,75,35.2,0.807663106,590.02
North Carolina,McDowell,227,45015,0.933920705,0.066079295,0,78.3,0,0.890560355,446.41
West Virginia,McDowell,221,20275,0.660633484,0.339366516,0,114.2,0,0.694866631,534.9
Georgia,McDuffie,50,21560,0.96,0.04,0,16.8,0,0.967672415,266.3
Illinois,McHenry,225,307085,0.884444444,0.115555556,0,85.2,35.4,0.807663106,611.13
North Dakota,McHenry,114,5910,0.771929825,0.228070175,0,135.8,37.1,0.933551831,1911.71
Georgia,McIntosh,57,13940,0.98245614,0.01754386,0,,,0.967672415,574.53
North Dakota,McIntosh,11,2735,0.909090909,0.090909091,0,12.2,0,0.933551831,995.04
Oklahoma,McIntosh,202,20160,0.905940594,0.094059406,0,24.8,0,0.629165553,712.48
Pennsylvania,McKean,219,42610,0.726027397,0.273972603,1,89.2,0,0.714875343,984.17
North Dakota,McKenzie,117,10720,0.957264957,0.042735043,0,8.6,0,0.933551831,2860.89
New Mexico,McKinley,279,74345,0.946236559,0.053763441,0,163.9,92.9,0.698534578,5455.22
Illinois,McLean,623,173255,0.972712681,0.027287319,1,130.4,42.6,0.807663106,1186.29
Kentucky,McLean,75,9490,0.92,0.08,0,,,0.920222177,256.17
North Dakota,McLean,58,9575,0.965517241,0.034482759,0,107.9,0,0.933551831,2328.17
Texas,McLennan,58,243395,0.982758621,0.017241379,1,92.1,28.4,0.891372329,1060.23
Minnesota,McLeod,77,35925,0.974025974,0.025974026,0,24.5,0,0.850650597,505.67
Tennessee,McMinn,219,52605,0.99086758,0.00913242,0,57.1,0,0.945988112,432.22
Texas,McMullen,14,670,0.928571429,0.071428571,0,,,0.891372329,1142.6
Tennessee,McNairy,219,26055,0.98630137,0.01369863,0,42.2,0,0.945988112,560.84
Kansas,McPherson,581,29165,0.984509466,0.015490534,0,60,0,0.883778315,901.24
Nebraska,McPherson,,425,,,0,,,0.899117407,860.02
South Dakota,McPherson,14,2250,0.928571429,0.071428571,0,,,0.857210259,1151.85
Kansas,Meade,85,4310,0.988235294,0.011764706,0,33.7,0,0.883778315,979.66
Kentucky,Meade,25,28750,0.8,0.2,,24,0,0.920222177,324.22
South Dakota,Meade,215,26840,0.851162791,0.148837209,0,24.9,0,0.857210259,3482.46
Montana,Meagher,52,1960,0.903846154,0.096153846,0,,,0.880305656,2394.83
North Carolina,Mecklenburg,657,1011775,0.97260274,0.02739726,1,124.4,21.5,0.890560355,546.22
Virginia,Mecklenburg,160,31210,0.925,0.075,0,24.3,0,0.884284057,679.29
Michigan,Mecosta,81,43260,0.888888889,0.111111111,0,,,0.771767308,571.1
Ohio,Medina,284,175545,0.936619718,0.063380282,0,92.6,0,0.834323878,423.11
Texas,Medina,208,47920,0.985576923,0.014423077,0,56.1,42.7,0.891372329,1334.53
Minnesota,Meeker,62,23095,0.983870968,0.016129032,0,34,0,0.850650597,645.08
Ohio,Meigs,210,23345,0.947619048,0.052380952,0,24.1,0,0.834323878,432.38
Tennessee,Meigs,73,11805,0.917808219,0.082191781,0,,,0.945988112,216.78
South Dakota,Mellette,28,2085,0.892857143,0.107142857,0,,,0.857210259,1309.75
Illinois,Menard,91,12575,0.901098901,0.098901099,,34.9,0,0.807663106,315.37
Texas,Menard,63,2165,1,0,0,,,0.891372329,902.25
California,Mendocino,355,87410,0.926760563,0.073239437,0,40.8,40.8,0.58749769,3878.14
Kentucky,Menifee,46,6345,1,0,,,,0.920222177,206.03
Michigan,Menominee,95,23570,0.873684211,0.126315789,0,70.4,0,0.771767308,1337.99
Wisconsin,Menominee,24,4455,0.833333333,0.166666667,,,,0.833592818,364.99
California,Merced,532,265000,0.879699248,0.120300752,1,97.4,40.8,0.58749769,1971.87
Illinois,Mercer,163,15970,0.858895706,0.141104294,0,,,0.807663106,568.88
Kentucky,Mercer,73,21410,0.945205479,0.054794521,0,28.1,0,0.920222177,253.11
Missouri,Mercer,144,3700,0.722222222,0.277777778,,23.6,0,0.753229107,455.18
New Jersey,Mercer,402,371100,0.868159204,0.131840796,1,40.3,21.1,0.529653452,228.84
North Dakota,Mercer,72,8670,1,0,0,54.1,0,0.933551831,1112.42
Ohio,Mercer,330,40885,0.978787879,0.021212121,0,22.3,0,0.834323878,473.29
Pennsylvania,Mercer,437,114600,0.869565217,0.130434783,0,80.1,0,0.714875343,682.57
West Virginia,Mercer,174,61475,0.712643678,0.287356322,0,65.3,0,0.694866631,420.69
Georgia,Meriwether,133,21195,0.864661654,0.135338346,0,48.8,0,0.967672415,505.34
Nebraska,Merrick,171,7795,0.894736842,0.105263158,0,65.4,0,0.899117407,494.72
New Hampshire,Merrimack,321,147715,0.900311526,0.099688474,0,36.7,0,0.76406884,956.49
Colorado,Mesa,311,148165,0.974276527,0.025723473,1,103.6,71.9,0.78095535,3341.11
Kentucky,Metcalfe,77,9985,0.974025974,0.025974026,,,,0.920222177,290.96
Indiana,Miami,172,36095,0.895348837,0.104651163,0,15.9,0,0.92512153,377.36
Kansas,Miami,326,32785,0.935582822,0.064417178,0,73.8,0,0.883778315,590.15
Ohio,Miami,321,103865,0.953271028,0.046728972,0,23.6,0,0.834323878,409.22
Florida,Miami-Dade,1003,2664420,0.983050847,0.016949153,1,133.1,52.9,0.882151679,2431.26
Connecticut,Middlesex,304,164440,0.927631579,0.072368421,0,40.9,21.4,0.649393876,439.07
Massachusetts,Middlesex,788,1567610,0.890862944,0.109137056,0,150.3,103.3,0.700716679,847.54
New Jersey,Middlesex,555,831850,0.947747748,0.052252252,0,149.7,41.9,0.529653452,322.51
Virginia,Middlesex,9,10730,0.777777778,0.222222222,0,,,0.884284057,210.75
Michigan,Midland,138,83560,0.826086957,0.173913043,0,7.1,0,0.771767308,527.89
Texas,Midland,118,155815,0.983050847,0.016949153,1,26.8,0,0.891372329,901.97
Pennsylvania,Mifflin,191,46585,0.879581152,0.120418848,0,41.9,29,0.714875343,414.6
Texas,Milam,184,24370,0.972826087,0.027173913,0,78.1,0,0.891372329,1021.67
Utah,Millard,72,12605,1,0,0,101,0,0.783681005,6828.01
Minnesota,Mille Lacs,107,25790,0.971962617,0.028037383,0,,,0.850650597,681.77
Arkansas,Miller,215,43665,0.995348837,0.004651163,1,46.6,18.8,0.796760502,637.48
Georgia,Miller,46,5910,1,0,,13.6,0,0.967672415,283.72
Missouri,Miller,137,25010,0.919708029,0.080291971,0,,,0.753229107,599.94
Iowa,Mills,183,14840,0.803278689,0.196721311,,47,27.9,0.906330826,439.67
Texas,Mills,68,4870,0.985294118,0.014705882,0,34.1,0,0.891372329,749.89
Wisconsin,Milwaukee,884,955305,0.936651584,0.063348416,1,111.1,22.8,0.833592818,1189.7
South Dakota,Miner,62,2300,0.629032258,0.370967742,0,,,0.857210259,571.99
Colorado,Mineral,26,795,1,0,0,,,0.78095535,877.7
Montana,Mineral,149,4225,0.838926174,0.161073826,0,51.4,0,0.880305656,1223.38
Nevada,Mineral,4,4520,0.75,0.25,0,42.3,0,0.873795386,3812.97
West Virginia,Mineral,63,27605,0.920634921,0.079365079,0,30.2,7.5,0.694866631,329.13
West Virginia,Mingo,166,25550,0.831325301,0.168674699,0,121.1,0,0.694866631,423.64
Idaho,Minidoka,62,20330,1,0,0,49.6,0,0.968883613,762.98
South Dakota,Minnehaha,388,182015,0.904639175,0.095360825,1,93.9,0,0.857210259,813.69
Michigan,Missaukee,41,15030,0.853658537,0.146341463,0,8.7,0,0.771767308,573.82
Arkansas,Mississippi,310,44200,0.909677419,0.090322581,0,73.4,0,0.796760502,919.73
Missouri,Mississippi,98,14110,0.867346939,0.132653061,0,,,0.753229107,428.91
Montana,Missoula,208,113100,0.894230769,0.105769231,1,77.5,0,0.880305656,2618.34
Georgia,Mitchell,116,22780,0.931034483,0.068965517,0,30,0,0.967672415,513.81
Iowa,Mitchell,167,10755,0.838323353,0.161676647,0,38.4,0,0.906330826,469.4
Kansas,Mitchell,262,6300,0.961832061,0.038167939,0,56.6,0,0.883778315,718.62
North Carolina,Mitchell,125,15265,0.832,0.168,,39.4,0,0.890560355,222.14
Texas,Mitchell,142,8995,0.992957746,0.007042254,0,31.7,0,0.891372329,915.9
Alabama,Mobile,592,414290,0.971283784,0.028716216,1,151.5,29.9,0.880672042,1644.02
California,Modoc,87,9035,0.931034483,0.068965517,0,181.5,0,0.58749769,4203.37
Colorado,Moffat,79,13035,0.886075949,0.113924051,0,53.4,0,0.78095535,4750.94
Arizona,Mohave,623,203630,0.983948636,0.016051364,0,122.8,119.5,0.813937707,13469.71
Missouri,Moniteau,94,15840,0.882978723,0.117021277,0,38.3,24.6,0.753229107,418.85
New Jersey,Monmouth,502,627530,0.884462151,0.115537849,0,78,31,0.529653452,665.12
California,Mono,52,14050,0.903846154,0.096153846,1,,,0.58749769,3131.8
Iowa,Monona,169,9015,0.692307692,0.307692308,0,25.8,0,0.906330826,698.85
West Virginia,Monongalia,204,102825,0.818627451,0.181372549,1,37.8,2.1,0.694866631,365.89
Alabama,Monroe,145,21975,0.889655172,0.110344828,0,80.8,0,0.880672042,1034.53
Arkansas,Monroe,86,7540,0.953488372,0.046511628,0,37.7,0,0.796760502,621.41
Florida,Monroe,100,77150,0.94,0.06,1,,,0.882151679,3737.15
Georgia,Monroe,90,27045,0.988888889,0.011111111,0,45.7,0,0.967672415,397.8
Illinois,Monroe,131,33705,0.954198473,0.045801527,0,31,0,0.807663106,397.71
Indiana,Monroe,227,143290,0.969162996,0.030837004,0,25.3,0,0.92512153,411.32
Iowa,Monroe,140,7965,0.721428571,0.278571429,0,78.5,39.6,0.906330826,434.11
Kentucky,Monroe,67,10690,0.955223881,0.044776119,0,,,0.920222177,332.11
Michigan,Monroe,298,149945,0.842281879,0.157718121,0,185.6,0,0.771767308,680.03
Mississippi,Monroe,293,36030,0.976109215,0.023890785,0,93,0,0.731516457,772.04
Missouri,Monroe,177,8640,0.881355932,0.118644068,0,45.4,0,0.753229107,670.23
New York,Monroe,610,749235,0.901639344,0.098360656,1,111.8,30.8,0.746636286,1365.61
Ohio,Monroe,179,14440,0.877094972,0.122905028,0,11.3,0,0.834323878,457.46
Pennsylvania,Monroe,305,167125,0.750819672,0.249180328,0,37.5,30.5,0.714875343,617.42
Tennessee,Monroe,143,45480,0.923076923,0.076923077,0,27.1,0,0.945988112,652.58
West Virginia,Monroe,63,13495,0.80952381,0.19047619,0,3.5,3.5,0.694866631,473.66
Wisconsin,Monroe,368,45365,0.956521739,0.043478261,0,66.3,32.8,0.833592818,908.29
Texas,Montague,230,19385,0.982608696,0.017391304,0,51.8,0,0.891372329,938.44
Michigan,Montcalm,121,62920,0.925619835,0.074380165,0,,,0.771767308,720.98
California,Monterey,379,430200,0.920844327,0.079155673,1,110,108.9,0.58749769,3771.07
Colorado,Montezuma,68,26005,0.926470588,0.073529412,1,,,0.78095535,2039.97
Alabama,Montgomery,584,227390,0.98630137,0.01369863,1,99.6,0,0.880672042,799.76
Arkansas,Montgomery,202,9100,0.97029703,0.02970297,0,,,0.796760502,800.29
Georgia,Montgomery,41,9005,1,0,,22.4,0,0.967672415,247.32
Illinois,Montgomery,264,29300,0.897727273,0.102272727,0,110.2,0,0.807663106,709.75
Indiana,Montgomery,253,38110,0.936758893,0.063241107,0,41.7,24.5,0.92512153,505.34
Iowa,Montgomery,216,10380,0.736111111,0.263888889,0,35.5,25.8,0.906330826,424.81
Kansas,Montgomery,321,33765,0.943925234,0.056074766,0,102.9,0,0.883778315,651.4
Kentucky,Montgomery,74,27390,0.932432432,0.067567568,0,,,0.920222177,198.8
Maryland,Montgomery,480,1026370,0.960416667,0.039583333,0,31.6,30,0.880315818,507.14
Mississippi,Montgomery,189,10355,0.920634921,0.079365079,0,19.6,0,0.731516457,407.86
Missouri,Montgomery,167,11820,0.910179641,0.089820359,0,26.8,0,0.753229107,540.34
New York,Montgomery,203,49665,0.921182266,0.078817734,0,42.2,40.2,0.746636286,410.32
North Carolina,Montgomery,142,27475,0.915492958,0.084507042,0,42.1,0,0.890560355,501.64
Ohio,Montgomery,644,532760,0.950310559,0.049689441,1,60.8,0,0.834323878,464.34
Pennsylvania,Montgomery,773,815875,0.803363519,0.196636481,0,128.2,52,0.714875343,487.45
Tennessee,Montgomery,187,189710,0.909090909,0.090909091,0,40.2,0,0.945988112,543.84
Texas,Montgomery,585,518850,0.986324786,0.013675214,0,129.9,0,0.891372329,1076.81
Virginia,Montgomery,195,97225,0.948717949,0.051282051,0,68.5,0,0.884284057,389.43
Michigan,Montmorency,17,9315,1,0,0,,,0.771767308,562.44
Pennsylvania,Montour,110,18405,0.936363636,0.063636364,0,13.5,0,0.714875343,132.3
Colorado,Montrose,119,40865,0.899159664,0.100840336,1,16.2,0,0.78095535,2242.57
South Dakota,Moody,90,6445,0.755555556,0.244444444,0,,,0.857210259,521.1
North Carolina,Moore,174,93070,0.925287356,0.074712644,0,76.6,24.6,0.890560355,705.67
Tennessee,Moore,68,6315,0.970588235,0.029411765,,,,0.945988112,130.38
Texas,Moore,26,22185,1,0,0,66.3,0,0.891372329,909.61
New Mexico,Mora,78,4600,0.884615385,0.115384615,,41,41,0.698534578,1933.48
Louisiana,Morehouse,146,26740,0.794520548,0.205479452,0,65.9,0,0.743835895,805.2
Alabama,Morgan,263,119555,0.984790875,0.015209125,0,40.6,0,0.880672042,599.06
Colorado,Morgan,189,28290,0.957671958,0.042328042,0,56.6,37.3,0.78095535,1293.87
Georgia,Morgan,103,17945,0.980582524,0.019417476,0,38.8,0,0.967672415,354.6
Illinois,Morgan,233,34800,0.927038627,0.072961373,0,94.2,0,0.807663106,572.26
Indiana,Morgan,225,69505,0.937777778,0.062222222,0,31.3,0,0.92512153,409.39
Kentucky,Morgan,109,13380,0.95412844,0.04587156,0,,,0.920222177,383.73
Missouri,Morgan,106,20180,0.867924528,0.132075472,0,6.6,6.6,0.753229107,613.89
Ohio,Morgan,164,14855,0.93902439,0.06097561,0,,,0.834323878,421.86
Tennessee,Morgan,115,21690,0.895652174,0.104347826,,30.1,0,0.945988112,522.4
Utah,Morgan,57,10645,0.98245614,0.01754386,0,21,0,0.783681005,610.79
West Virginia,Morgan,55,17515,0.763636364,0.236363636,0,41.4,36.2,0.694866631,229.67
Nebraska,Morrill,93,4845,0.978494624,0.021505376,0,102.8,0,0.899117407,1429.81
Kansas,Morris,184,5695,0.89673913,0.10326087,0,25.9,0,0.883778315,702.84
New Jersey,Morris,506,498215,0.922924901,0.077075099,0,84.8,51.1,0.529653452,481.29
Texas,Morris,70,12655,0.985714286,0.014285714,0,29.3,0,0.891372329,258.64
Minnesota,Morrison,163,32850,0.938650307,0.061349693,0,41.6,33.2,0.850650597,1153.32
Ohio,Morrow,257,35030,0.879377432,0.120622568,0,27.6,0,0.834323878,407.36
Oregon,Morrow,70,11205,0.942857143,0.057142857,0,49.4,0,0.897757095,2048.53
Kansas,Morton,17,3035,1,0,0,21.8,0,0.883778315,729.94
North Dakota,Morton,286,29635,0.923076923,0.076923077,0,78.9,0,0.933551831,1945.28
Texas,Motley,51,1020,1,0,0,,,0.891372329,989.81
Illinois,Moultrie,164,14915,0.957317073,0.042682927,0,40.8,0,0.807663106,344.47
North Dakota,Mountrail,29,9675,0.931034483,0.068965517,0,110.5,47.2,0.933551831,1941.08
Minnesota,Mower,340,39250,0.867647059,0.132352941,0,35.8,0,0.850650597,711.71
Kentucky,Muhlenberg,156,31215,0.961538462,0.038461538,0,50.5,0,0.920222177,479.43
Oregon,Multnomah,472,778195,0.972457627,0.027542373,1,130.3,19.7,0.897757095,465.65
Georgia,Murray,83,39360,0.879518072,0.120481928,0,29.3,0,0.967672415,346.88
Minnesota,Murray,129,8465,0.96124031,0.03875969,0,,,0.850650597,719.52
Oklahoma,Murray,119,13790,0.957983193,0.042016807,0,28.7,22.4,0.629165553,424.92
Iowa,Muscatine,146,42950,0.787671233,0.212328767,0,56.6,0,0.906330826,449.07
Georgia,Muscogee,206,200305,0.966019417,0.033980583,1,47.7,0,0.967672415,221
Michigan,Muskegon,140,172150,0.892857143,0.107142857,1,41.9,0,0.771767308,1459.3
Ohio,Muskingum,377,85990,0.872679045,0.127320955,0,73.2,0,0.834323878,672.59
Oklahoma,Muskogee,403,69940,0.82382134,0.17617866,0,61.9,0,0.629165553,838.99
Montana,Musselshell,28,4780,0.928571429,0.071428571,0,16,0,0.880305656,1870.91
Texas,Nacogdoches,240,65555,0.995833333,0.004166667,0,37.6,0,0.891372329,981.33
Nebraska,Nance,148,3605,0.925675676,0.074324324,0,34.1,0,0.899117407,448.04
Massachusetts,Nantucket,2,10695,1,0,1,,,0.700716679,303.64
California,Napa,154,140825,0.857142857,0.142857143,0,39.2,0,0.58749769,788.27
North Carolina,Nash,264,94385,0.931818182,0.068181818,0,41.8,13.1,0.890560355,542.69
Florida,Nassau,102,77185,0.970588235,0.029411765,0,79.2,23.8,0.882151679,725.86
New York,Nassau,323,1356800,0.987616099,0.012383901,0,83,83,0.746636286,453.08
Louisiana,Natchitoches,321,39260,0.825545171,0.174454829,0,67.6,0,0.743835895,1299.3
Wyoming,Natrona,138,80870,0.898550725,0.101449275,1,84.7,0,0.803817764,5375.72
Arizona,Navajo,267,108210,0.966292135,0.033707865,1,118.5,54.7,0.813937707,9959.49
Texas,Navarro,330,48175,0.984848485,0.015151515,0,85.7,0,0.891372329,1086.17
Kentucky,Nelson,151,44875,0.900662252,0.099337748,0,20,17,0.920222177,424.07
North Dakota,Nelson,23,3030,0.869565217,0.130434783,0,75.1,25.8,0.933551831,1008.74
Virginia,Nelson,134,14830,0.955223881,0.044776119,0,50.6,21.5,0.884284057,474.31
Kansas,Nemaha,357,10175,0.915966387,0.084033613,0,27.7,0,0.883778315,719.4
Nebraska,Nemaha,180,7100,0.666666667,0.333333333,0,19.6,0,0.899117407,411.89
Kansas,Neosho,243,16360,0.942386831,0.057613169,0,51.3,0,0.883778315,578.02
Mississippi,Neshoba,196,29475,0.969387755,0.030612245,0,37,0,0.731516457,571.64
Kansas,Ness,170,3045,0.935294118,0.064705882,0,36.4,0,0.883778315,1075
Arkansas,Nevada,134,8670,0.940298507,0.059701493,0,16.5,13.8,0.796760502,620.78
